A1,"15_clicks, 15_clicks, 13_clicks"
A29371,"12_clicks, 8_clicks, 4_carts"
A29372,"4_carts, 16_clicks, 1_clicks"
A29373,"6_clicks, 4_carts, 6_clicks"
A29374,"4_carts, 6_clicks, 4_carts"
A29375,"4_carts, 11_clicks, 6_carts"
A29376,"6_orders, 2_clicks, 8_clicks"
A29377,"12_carts, 10_clicks, 7_clicks"
A29378,"12_clicks, 10_clicks, 10_orders"
A29379,"3_carts, 3_clicks, 13_carts"
A29380,"8_orders, 15_orders, 10_orders"
A29381,"15_orders, 10_orders, 3_clicks"
A29382,"16_carts, 12_clicks, 1_clicks"
A29383,"3_clicks, 4_clicks, 7_carts"
A29384,"4_clicks, 7_carts, 9_carts"
A29385,"7_carts, 9_carts, 6_carts"
A29386,"9_carts, 6_carts, 5_carts"
A29387,"6_carts, 5_carts, 13_clicks"
A29388,"8_carts, 13_clicks, 12_clicks"
A29389,"11_clicks, 10_clicks, 8_orders"
A29390,"10_clicks, 8_orders, 8_orders"
A29391,"12_orders, 8_orders, 5_orders"
A29392,"5_orders, 13_orders, 16_orders"
A29393,"13_orders, 16_orders, 9_orders"
A29394,"9_orders, 7_orders, 16_orders"
A29395,"16_orders, 17_orders, 8_orders"
A29396,"17_orders, 8_orders, 10_orders"
A29397,"10_orders, 6_orders, 7_orders"
A29398,"6_orders, 7_orders, 1_orders"
A29399,"1_orders, 12_orders, 10_orders"
A29400,"12_orders, 10_orders, 8_orders"
A29401,"10_orders, 8_orders, 3_orders"
A29402,"8_orders, 3_orders, 13_orders"
A29403,"3_orders, 13_orders, 10_orders"
A29404,"10_orders, 4_orders, 17_orders"
A29405,"4_orders, 17_orders, 3_orders"
A29406,"17_orders, 3_orders, 2_orders"
A29407,"3_orders, 2_orders, 8_clicks"
A29408,"2_orders, 8_clicks, 17_clicks"
A29409,"18_carts, 1_clicks, 1_clicks"
A29410,"2_clicks, 2_carts, 6_orders"
A29411,"2_carts, 6_orders, 2_orders"
A29412,"6_orders, 2_orders, 2_clicks"
A29413,"10_carts, 3_clicks, 8_clicks"
A29414,"13_orders, 6_clicks, 4_clicks"
A29415,"4_clicks, 1_clicks, 13_carts"
A29416,"1_clicks, 13_carts, 4_clicks"
A29417,"13_carts, 4_clicks, 9_carts"
A29418,"4_clicks, 9_carts, 12_carts"
A29419,"9_carts, 12_carts, 17_carts"
A29420,"12_carts, 17_carts, 5_carts"
A29421,"17_carts, 5_carts, 2_carts"
A29422,"5_carts, 2_carts, 2_carts"
A29423,"2_carts, 2_carts, 5_carts"
A29424,"2_carts, 5_carts, 4_clicks"
A29425,"17_carts, 1_clicks, 14_carts"
A29426,"14_carts, 2_clicks, 6_clicks"
A29427,"10_carts, 10_orders, 14_clicks"
A29428,"10_orders, 14_clicks, 5_clicks"
A29429,"10_carts, 9_clicks, 7_clicks"
A29430,"8_carts, 10_clicks, 10_clicks"
A29431,"2_clicks, 2_carts, 16_carts"
A29432,"2_carts, 16_carts, 15_clicks"
A29433,"15_carts, 8_clicks, 4_carts"
A29434,"8_clicks, 4_carts, 8_carts"
A29435,"4_carts, 8_carts, 7_carts"
A29436,"8_carts, 13_clicks, 4_clicks"
A29437,"12_orders, 12_clicks, 5_clicks"
A29438,"6_carts, 0_clicks, 11_clicks"
A29439,"13_clicks, 0_clicks, 14_orders"
A29440,"18_clicks, 8_clicks, 6_carts"
A29441,"6_carts, 8_clicks, 9_clicks"
A29442,"11_orders, 11_clicks, 0_clicks"
A29443,"10_clicks, 6_carts, 7_clicks"
A29444,"4_orders, 4_clicks, 6_carts"
A29445,"4_clicks, 6_carts, 6_orders"
A29446,"4_clicks, 18_carts, 12_clicks"
A29447,"12_carts, 18_clicks, 15_clicks"
A29448,"14_orders, 8_orders, 1_clicks"
A29449,"16_clicks, 3_carts, 7_carts"
A29450,"3_carts, 7_carts, 4_clicks"
A29451,"6_clicks, 0_clicks, 9_carts"
A29452,"11_clicks, 12_clicks, 2_carts"
A29453,"12_clicks, 2_carts, 2_clicks"
A29454,"12_clicks, 5_clicks"
A29455,"12_carts, 8_clicks, 9_clicks"
A29456,"12_clicks, 14_clicks, 14_orders"
A29457,"18_orders, 17_clicks, 12_clicks"
A29458,"14_carts, 14_clicks, 5_carts"
A29459,"18_clicks, 4_clicks, 17_carts"
A29460,"4_clicks, 17_carts, 18_clicks"
A29461,"4_carts, 8_clicks, 3_carts"
A29462,"4_clicks, 11_carts, 17_clicks"
A29463,"9_clicks, 4_clicks"
A29464,"4_carts, 12_clicks, 14_clicks"
A29465,"7_clicks, 1_clicks, 7_orders"
A29466,"7_orders, 1_orders, 8_orders"
A29467,"1_orders, 8_orders, 4_orders"
A29468,"8_orders, 4_orders, 8_orders"
A29469,"4_orders, 8_orders, 9_clicks"
A29470,"5_orders, 7_clicks, 8_clicks"
A29471,"7_clicks, 7_clicks, 14_carts"
A29472,"5_clicks, 17_orders, 8_clicks"
A29473,"2_orders, 10_clicks, 4_clicks"
A29474,"0_clicks, 14_clicks, 15_carts"
A29475,"14_clicks, 15_carts, 10_clicks"
A29476,"1_carts, 2_clicks, 5_clicks"
A29477,"16_carts, 1_clicks, 16_orders"
A29478,"1_clicks, 16_orders, 16_clicks"
A29479,"17_clicks, 1_clicks, 18_carts"
A29480,"1_clicks, 18_carts, 18_clicks"
A29481,"16_carts, 15_clicks, 14_clicks"
A29482,"8_carts, 13_carts, 1_clicks"
A29483,"13_carts, 1_clicks, 14_clicks"
A29484,"14_carts, 9_clicks, 11_carts"
A29485,"11_orders, 9_clicks, 2_carts"
A29486,"9_clicks, 2_carts, 2_orders"
A29487,"7_clicks, 6_clicks, 6_orders"
A29488,"11_clicks, 11_orders, 15_orders"
A29489,"11_orders, 15_orders, 13_clicks"
A29490,"15_orders, 13_clicks, 15_clicks"
A29491,"1_carts, 12_clicks, 8_clicks"
A29492,"12_clicks, 8_clicks, 0_carts"
A29493,"0_clicks, 5_clicks, 1_orders"
A29494,"5_clicks, 1_orders, 3_clicks"
A29495,"17_clicks, 5_carts, 9_clicks"
A29496,"12_orders, 17_clicks, 7_clicks"
A29497,"17_clicks, 7_clicks, 0_carts"
A29498,"7_clicks, 0_carts, 7_clicks"
A29499,"0_carts, 7_clicks, 17_clicks"
A29500,"15_orders, 15_clicks, 13_clicks"
A29501,"3_carts, 17_clicks, 8_carts"
A29502,"17_clicks, 8_carts, 17_clicks"
A29503,"15_clicks, 3_clicks, 0_carts"
A29504,"8_carts, 11_clicks, 16_clicks"
A29505,"1_clicks, 3_clicks, 13_orders"
A29506,"3_clicks, 13_orders, 6_clicks"
A29507,"13_orders, 6_clicks, 12_clicks"
A29508,"1_clicks, 8_carts, 7_clicks"
A29509,"13_clicks, 9_carts, 3_carts"
A29510,"9_carts, 3_carts, 14_carts"
A29511,"14_carts, 11_carts, 2_carts"
A29512,"11_carts, 2_carts, 8_carts"
A29513,"2_carts, 8_carts, 4_carts"
A29514,"8_carts, 4_carts, 3_carts"
A29515,"3_carts, 15_carts, 7_carts"
A29516,"7_carts, 14_carts, 5_orders"
A29517,"14_carts, 5_orders, 4_orders"
A29518,"7_orders, 3_orders, 9_orders"
A29519,"3_orders, 9_orders, 2_orders"
A29520,"9_orders, 2_orders, 1_orders"
A29521,"1_orders, 15_orders, 3_orders"
A29522,"15_orders, 3_orders, 11_orders"
A29523,"3_orders, 11_orders, 14_orders"
A29524,"14_orders, 11_clicks, 1_clicks"
A29525,"15_clicks, 15_orders, 15_orders"
A29526,"10_clicks, 9_clicks, 6_carts"
A29527,"16_carts, 5_clicks, 0_clicks"
A29528,"9_clicks, 9_clicks, 16_orders"
A29529,"9_clicks, 16_orders, 10_orders"
A29530,"16_orders, 10_orders, 9_orders"
A29531,"0_carts, 1_carts, 16_clicks"
A29532,"1_clicks, 4_clicks, 0_orders"
A29533,"4_clicks, 0_orders, 1_orders"
A29534,"1_orders, 0_clicks, 1_clicks"
A29535,"12_clicks, 14_carts, 12_clicks"
A29536,"14_carts, 12_clicks, 14_carts"
A29537,"12_carts, 3_carts, 15_clicks"
A29538,"3_carts, 15_clicks, 12_clicks"
A29539,"1_clicks, 12_clicks, 3_carts"
A29540,"6_clicks, 13_clicks, 4_carts"
A29541,"7_carts, 12_clicks, 18_clicks"
A29542,"7_clicks, 7_carts, 1_orders"
A29543,"7_carts, 1_orders, 13_orders"
A29544,"4_clicks, 4_clicks, 13_orders"
A29545,"4_clicks, 13_orders, 4_orders"
A29546,"3_clicks, 3_clicks, 1_carts"
A29547,"3_clicks, 1_carts, 1_orders"
A29548,"1_orders, 3_clicks, 17_clicks"
A29549,"1_orders, 5_clicks, 1_clicks"
A29550,"12_clicks, 7_clicks, 12_orders"
A29551,"7_clicks, 12_orders, 7_orders"
A29552,"12_orders, 7_orders, 3_orders"
A29553,"7_orders, 3_orders, 12_clicks"
A29554,"3_orders, 12_clicks, 2_clicks"
A29555,"10_orders, 4_clicks, 7_clicks"
A29556,"14_clicks, 13_orders, 14_orders"
A29557,"13_orders, 14_orders, 7_clicks"
A29558,"14_orders, 7_clicks, 6_clicks"
A29559,"2_clicks, 1_clicks, 2_orders"
A29560,"1_clicks, 2_orders, 14_clicks"
A29561,"2_orders, 14_clicks, 2_clicks"
A29562,"6_clicks, 9_carts, 9_clicks"
A29563,"0_clicks, 9_clicks, 12_carts"
A29564,"9_clicks, 12_carts, 17_carts"
A29565,"12_carts, 17_carts, 12_clicks"
A29566,"17_carts, 12_clicks, 12_orders"
A29567,"12_clicks, 12_orders, 0_carts"
A29568,"12_orders, 0_carts, 9_clicks"
A29569,"14_carts, 2_clicks, 10_clicks"
A29570,"14_clicks, 3_carts, 15_clicks"
A29571,"14_clicks, 16_clicks, 5_carts"
A29572,"16_clicks, 5_carts, 16_orders"
A29573,"5_carts, 16_orders, 16_clicks"
A29574,"16_clicks, 10_clicks, 8_carts"
A29575,"17_carts, 10_clicks, 11_clicks"
A29576,"2_clicks, 8_clicks, 1_orders"
A29577,"8_clicks, 1_orders, 17_clicks"
A29578,"1_orders, 17_clicks, 13_clicks"
A29579,"3_clicks, 5_clicks"
A29580,"14_clicks, 2_clicks, 1_carts"
A29581,"10_clicks, 10_carts, 6_orders"
A29582,"10_carts, 6_orders, 18_orders"
A29583,"6_orders, 18_orders, 17_orders"
A29584,"18_orders, 17_orders, 6_orders"
A29585,"17_orders, 6_orders, 6_orders"
A29586,"6_orders, 14_orders, 6_clicks"
A29587,"14_orders, 6_clicks, 6_carts"
A29588,"12_carts, 4_clicks, 16_clicks"
A29589,"7_clicks, 17_carts, 4_clicks"
A29590,"16_carts, 1_orders, 16_orders"
A29591,"1_orders, 16_orders, 7_orders"
A29592,"16_orders, 7_orders, 3_orders"
A29593,"7_orders, 3_orders, 8_orders"
A29594,"3_orders, 8_orders, 5_orders"
A29595,"8_orders, 5_orders, 10_orders"
A29596,"10_orders, 12_orders, 13_orders"
A29597,"12_orders, 13_orders, 16_orders"
A29598,"13_orders, 16_orders, 0_orders"
A29599,"16_orders, 0_orders, 16_orders"
A29600,"0_orders, 16_orders, 11_orders"
A29601,"16_orders, 11_orders, 8_orders"
A29602,"11_orders, 8_orders, 11_orders"
A29603,"11_orders, 6_orders, 8_orders"
A29604,"5_orders, 10_orders, 16_clicks"
A29605,"10_orders, 16_clicks, 0_clicks"
A29606,"5_carts, 2_clicks, 11_clicks"
A29607,"1_carts, 6_clicks, 14_clicks"
A29608,"10_clicks, 12_clicks, 17_carts"
A29609,"5_carts, 16_clicks, 15_clicks"
A29610,"14_carts, 17_clicks, 3_clicks"
A29611,"6_carts, 12_clicks, 2_clicks"
A29612,"12_clicks, 6_clicks, 16_carts"
A29613,"6_clicks, 16_carts, 14_clicks"
A29614,"7_carts, 11_clicks, 15_clicks"
A29615,"5_carts, 6_clicks, 14_clicks"
A29616,"11_carts, 5_clicks, 16_clicks"
A29617,"2_carts, 16_clicks, 12_clicks"
A29618,"10_orders, 3_clicks, 7_clicks"
A29619,"1_clicks, 4_clicks, 11_carts"
A29620,"3_carts, 11_clicks, 16_clicks"
A29621,"2_carts, 5_carts, 2_clicks"
A29622,"5_carts, 2_clicks, 17_clicks"
A29623,"8_clicks, 8_clicks, 16_orders"
A29624,"8_clicks, 16_orders, 8_clicks"
A29625,"3_clicks, 5_clicks, 3_carts"
A29626,"17_clicks, 3_carts, 3_orders"
A29627,"7_carts, 9_clicks, 9_clicks"
A29628,"3_carts, 5_clicks, 11_clicks"
A29629,"7_carts, 9_clicks, 4_clicks"
A29630,"6_clicks, 17_clicks, 0_orders"
A29631,"17_clicks, 0_orders, 17_orders"
A29632,"0_orders, 17_orders, 17_clicks"
A29633,"9_clicks, 10_orders, 8_orders"
A29634,"10_orders, 8_orders, 0_carts"
A29635,"8_orders, 0_carts, 14_carts"
A29636,"0_carts, 14_carts, 6_clicks"
A29637,"14_carts, 6_clicks, 10_clicks"
A29638,"5_clicks, 14_orders, 0_orders"
A29639,"14_orders, 0_orders, 10_clicks"
A29640,"0_orders, 10_clicks, 13_clicks"
A29641,"15_carts, 11_clicks, 2_clicks"
A29642,"4_clicks, 7_clicks, 7_orders"
A29643,"2_clicks, 3_clicks, 2_orders"
A29644,"3_clicks, 2_orders, 16_clicks"
A29645,"2_orders, 16_clicks, 7_clicks"
A29646,"2_clicks, 5_carts, 12_clicks"
A29647,"12_clicks, 8_clicks, 3_carts"
A29648,"8_clicks, 3_carts, 9_carts"
A29649,"3_carts, 9_carts, 9_carts"
A29650,"9_carts, 0_carts, 14_clicks"
A29651,"14_carts, 18_carts, 18_clicks"
A29652,"18_carts, 18_clicks, 2_carts"
A29653,"18_clicks, 2_carts, 1_carts"
A29654,"2_carts, 1_carts, 8_clicks"
A29655,"12_clicks, 12_clicks, 1_carts"
A29656,"12_clicks, 1_carts, 6_clicks"
A29657,"1_carts, 6_clicks, 0_carts"
A29658,"8_clicks, 1_carts, 8_carts"
A29659,"1_carts, 8_carts, 1_carts"
A29660,"8_carts, 1_carts, 0_clicks"
A29661,"0_carts, 2_clicks, 0_orders"
A29662,"2_clicks, 0_orders, 9_orders"
A29663,"0_orders, 9_orders, 16_orders"
A29664,"9_orders, 16_orders, 3_orders"
A29665,"16_orders, 3_orders, 17_orders"
A29666,"3_orders, 17_orders, 11_orders"
A29667,"17_orders, 11_orders, 15_orders"
A29668,"11_orders, 15_orders, 1_orders"
A29669,"3_orders, 11_orders, 0_orders"
A29670,"11_orders, 0_orders, 9_orders"
A29671,"0_orders, 9_orders, 5_orders"
A29672,"5_orders, 5_orders, 2_orders"
A29673,"5_orders, 2_orders, 1_orders"
A29674,"2_orders, 1_orders, 8_orders"
A29675,"8_orders, 16_clicks, 13_clicks"
A29676,"0_carts, 17_clicks, 15_clicks"
A29677,"14_clicks, 2_clicks, 0_carts"
A29678,"2_clicks, 0_carts, 14_clicks"
A29679,"14_carts, 8_carts, 16_carts"
A29680,"8_carts, 16_carts, 8_orders"
A29681,"16_carts, 8_orders, 14_orders"
A29682,"14_orders, 16_orders, 0_clicks"
A29683,"15_carts, 0_clicks, 15_carts"
A29684,"13_clicks, 16_carts, 1_clicks"
A29685,"16_clicks, 1_clicks, 2_orders"
A29686,"1_clicks, 2_orders, 16_orders"
A29687,"2_orders, 16_orders, 0_carts"
A29688,"16_orders, 0_carts, 15_carts"
A29689,"0_carts, 15_carts, 15_carts"
A29690,"0_clicks, 0_orders, 15_orders"
A29691,"0_orders, 15_orders, 15_orders"
A29692,"15_orders, 15_orders, 0_clicks"
A29693,"12_clicks, 11_carts, 12_clicks"
A29694,"11_clicks, 11_clicks, 2_orders"
A29695,"11_clicks, 2_orders, 11_clicks"
A29696,"5_carts, 11_clicks, 11_orders"
A29697,"11_orders, 5_orders, 0_clicks"
A29698,"15_carts, 12_clicks, 15_orders"
A29699,"12_clicks, 15_orders, 12_clicks"
A29700,"15_orders, 12_clicks, 4_clicks"
A29701,"0_carts, 6_clicks, 2_clicks"
A29702,"8_clicks, 12_clicks, 6_carts"
A29703,"5_carts, 8_clicks, 3_clicks"
A29704,"8_carts, 8_carts, 17_clicks"
A29705,"8_carts, 17_clicks, 2_clicks"
A29706,"6_clicks, 6_orders, 13_clicks"
A29707,"6_orders, 13_clicks, 8_clicks"
A29708,"1_orders, 0_clicks, 7_clicks"
A29709,"12_carts, 15_carts, 6_clicks"
A29710,"12_clicks, 12_carts, 0_orders"
A29711,"12_orders, 12_orders, 15_orders"
A29712,"4_orders, 14_clicks, 5_clicks"
A29713,"11_clicks, 1_clicks, 5_carts"
A29714,"1_clicks, 5_carts, 5_orders"
A29715,"3_orders, 4_clicks, 9_clicks"
A29716,"6_clicks, 4_clicks"
A29717,"7_clicks, 8_carts, 10_clicks"
A29718,"8_carts, 10_clicks, 12_clicks"
A29719,"0_clicks, 10_carts, 12_clicks"
A29720,"12_clicks, 15_clicks, 13_carts"
A29721,"15_clicks, 13_carts, 18_carts"
A29722,"13_carts, 18_carts, 0_carts"
A29723,"18_carts, 0_carts, 3_clicks"
A29724,"13_carts, 1_clicks, 6_clicks"
A29725,"15_orders, 10_orders, 17_orders"
A29726,"10_orders, 17_orders, 5_orders"
A29727,"17_orders, 5_orders, 10_clicks"
A29728,"0_carts, 0_orders, 16_orders"
A29729,"0_orders, 16_orders, 15_clicks"
A29730,"5_clicks, 14_clicks, 10_carts"
A29731,"14_clicks, 10_carts, 12_clicks"
A29732,"1_clicks, 9_clicks, 7_carts"
A29733,"7_carts, 7_clicks, 11_carts"
A29734,"7_clicks, 11_carts, 8_carts"
A29735,"11_carts, 8_carts, 9_clicks"
A29736,"9_clicks, 9_carts, 1_carts"
A29737,"9_carts, 1_carts, 1_clicks"
A29738,"1_clicks, 1_clicks, 8_carts"
A29739,"1_clicks, 8_carts, 9_orders"
A29740,"8_carts, 9_orders, 7_orders"
A29741,"9_orders, 7_orders, 11_orders"
A29742,"7_orders, 11_orders, 9_clicks"
A29743,"13_clicks, 10_clicks, 17_carts"
A29744,"15_carts, 17_clicks, 2_carts"
A29745,"17_clicks, 2_carts, 14_clicks"
A29746,"2_carts, 14_clicks, 12_carts"
A29747,"14_clicks, 12_carts, 5_clicks"
A29748,"13_clicks, 6_clicks, 10_carts"
A29749,"10_clicks, 2_clicks, 12_carts"
A29750,"5_clicks, 15_clicks, 11_carts"
A29751,"5_clicks, 3_clicks, 13_carts"
A29752,"3_clicks, 13_carts, 15_clicks"
A29753,"7_clicks, 10_clicks, 14_carts"
A29754,"10_clicks, 14_carts, 15_clicks"
A29755,"1_carts, 1_clicks, 13_carts"
A29756,"1_clicks, 13_carts, 8_clicks"
A29757,"15_carts, 15_orders, 10_orders"
A29758,"15_orders, 10_orders, 9_orders"
A29759,"10_orders, 9_orders, 3_clicks"
A29760,"5_carts, 14_clicks, 3_carts"
A29761,"3_carts, 14_clicks, 5_clicks"
A29762,"5_clicks, 7_clicks, 3_orders"
A29763,"10_carts, 10_orders, 10_orders"
A29764,"2_clicks, 12_clicks, 2_orders"
A29765,"2_orders, 12_orders, 12_clicks"
A29766,"18_clicks, 18_clicks, 15_carts"
A29767,"18_clicks, 15_carts, 3_clicks"
A29768,"1_clicks, 11_clicks, 3_carts"
A29769,"11_clicks, 3_carts, 6_carts"
A29770,"3_carts, 6_carts, 2_carts"
A29771,"6_carts, 2_carts, 0_carts"
A29772,"2_carts, 0_carts, 4_carts"
A29773,"0_carts, 4_carts, 17_carts"
A29774,"6_carts, 4_clicks, 18_clicks"
A29775,"7_carts, 10_clicks, 5_clicks"
A29776,"10_carts, 12_carts, 11_clicks"
A29777,"5_carts, 5_carts, 11_carts"
A29778,"5_carts, 11_carts, 0_carts"
A29779,"0_clicks, 8_clicks, 6_carts"
A29780,"5_carts, 0_clicks, 8_clicks"
A29781,"0_carts, 8_clicks, 2_clicks"
A29782,"12_carts, 7_clicks, 8_clicks"
A29783,"2_clicks, 5_carts, 8_clicks"
A29784,"13_carts, 8_clicks, 0_clicks"
A29785,"2_carts, 10_clicks, 8_clicks"
A29786,"11_clicks, 2_clicks, 10_carts"
A29787,"10_carts, 9_clicks, 2_carts"
A29788,"2_carts, 8_clicks, 14_clicks"
A29789,"6_carts, 2_clicks, 0_clicks"
A29790,"16_carts, 16_carts, 5_clicks"
A29791,"17_clicks, 11_clicks, 13_carts"
A29792,"11_clicks, 13_carts, 6_clicks"
A29793,"6_carts, 9_clicks, 15_clicks"
A29794,"13_carts, 6_clicks, 10_clicks"
A29795,"12_carts, 17_clicks, 0_clicks"
A29796,"9_carts, 8_clicks, 0_clicks"
A29797,"4_clicks, 4_clicks, 16_carts"
A29798,"4_clicks, 16_carts, 18_clicks"
A29799,"16_carts, 18_clicks, 14_clicks"
A29800,"16_clicks, 17_clicks, 12_carts"
A29801,"17_clicks, 12_carts, 17_carts"
A29802,"12_carts, 17_carts, 16_clicks"
A29803,"18_carts, 8_carts, 12_clicks"
A29804,"5_clicks, 17_clicks, 7_carts"
A29805,"17_clicks, 7_carts, 15_clicks"
A29806,"4_carts, 5_clicks, 15_clicks"
A29807,"6_orders, 13_clicks, 0_clicks"
A29808,"14_carts, 10_clicks, 9_clicks"
A29809,"12_clicks, 15_clicks, 2_carts"
A29810,"15_clicks, 2_carts, 12_clicks"
A29811,"2_carts, 12_clicks, 1_clicks"
A29812,"0_carts, 13_clicks, 9_carts"
A29813,"13_clicks, 9_carts, 6_clicks"
A29814,"4_carts, 12_clicks, 11_carts"
A29815,"12_clicks, 11_carts, 0_carts"
A29816,"11_carts, 0_carts, 4_clicks"
A29817,"0_carts, 4_clicks, 10_clicks"
A29818,"4_carts, 10_clicks, 3_clicks"
A29819,"15_clicks, 1_clicks, 14_orders"
A29820,"1_clicks, 14_orders, 8_orders"
A29821,"14_orders, 8_orders, 11_orders"
A29822,"8_orders, 11_orders, 4_orders"
A29823,"11_orders, 4_orders, 15_orders"
A29824,"15_orders, 1_orders, 12_clicks"
A29825,"1_orders, 12_clicks, 15_clicks"
A29826,"4_carts, 4_carts, 18_clicks"
A29827,"4_carts, 18_clicks, 14_clicks"
A29828,"17_carts, 11_clicks, 2_clicks"
A29829,"6_clicks, 6_orders, 1_orders"
A29830,"6_orders, 1_orders, 6_clicks"
A29831,"6_clicks, 10_clicks, 6_orders"
A29832,"10_clicks, 6_orders, 9_clicks"
A29833,"6_orders, 9_clicks, 9_carts"
A29834,"9_carts, 10_clicks, 16_clicks"
A29835,"6_clicks, 6_orders, 9_orders"
A29836,"9_orders, 6_clicks, 4_clicks"
A29837,"6_clicks, 17_clicks"
A29838,"2_orders, 12_clicks, 9_clicks"
A29839,"17_carts, 4_clicks, 13_clicks"
A29840,"13_clicks, 17_clicks, 4_carts"
A29841,"11_carts, 1_clicks, 12_clicks"
A29842,"6_clicks, 8_carts, 8_orders"
A29843,"8_orders, 4_clicks, 3_carts"
A29844,"12_clicks, 4_clicks, 3_carts"
A29845,"4_clicks, 3_carts, 10_clicks"
A29846,"11_carts, 11_orders, 10_orders"
A29847,"11_orders, 10_orders, 11_clicks"
A29848,"10_orders, 11_clicks, 7_clicks"
A29849,"5_carts, 12_clicks, 6_orders"
A29850,"12_clicks, 6_orders, 0_clicks"
A29851,"6_orders, 0_clicks, 13_clicks"
A29852,"3_carts, 1_clicks, 9_clicks"
A29853,"3_carts, 12_clicks, 18_clicks"
A29854,"4_clicks, 11_clicks, 4_carts"
A29855,"4_clicks, 11_carts, 12_carts"
A29856,"11_carts, 12_carts, 5_clicks"
A29857,"11_clicks, 8_carts, 14_clicks"
A29858,"14_clicks, 0_clicks, 6_carts"
A29859,"0_clicks, 6_carts, 1_clicks"
A29860,"6_carts, 1_clicks, 0_carts"
A29861,"11_clicks, 14_carts, 4_clicks"
A29862,"5_carts, 16_clicks, 14_clicks"
A29863,"14_carts, 7_clicks, 15_clicks"
A29864,"6_clicks, 6_carts, 1_carts"
A29865,"6_carts, 1_carts, 10_clicks"
A29866,"5_clicks, 8_clicks, 7_carts"
A29867,"8_clicks, 7_carts, 8_carts"
A29868,"7_carts, 8_carts, 2_carts"
A29869,"8_carts, 2_carts, 9_clicks"
A29870,"9_clicks, 9_carts, 2_carts"
A29871,"9_carts, 2_carts, 9_orders"
A29872,"2_carts, 9_orders, 2_orders"
A29873,"9_orders, 2_orders, 9_clicks"
A29874,"2_orders, 9_clicks, 9_clicks"
A29875,"2_clicks, 11_carts, 18_clicks"
A29876,"3_orders, 3_clicks, 0_clicks"
A29877,"3_orders, 15_clicks, 1_clicks"
A29878,"3_clicks, 12_carts, 12_orders"
A29879,"15_carts, 9_clicks, 15_orders"
A29880,"9_clicks, 15_orders, 4_orders"
A29881,"15_orders, 4_orders, 15_clicks"
A29882,"4_orders, 15_clicks, 4_clicks"
A29883,"8_carts, 9_clicks, 8_orders"
A29884,"9_clicks, 8_orders, 4_clicks"
A29885,"8_orders, 4_clicks, 8_clicks"
A29886,"5_carts, 5_orders, 17_orders"
A29887,"11_orders, 6_clicks, 8_clicks"
A29888,"15_clicks, 0_clicks, 15_orders"
A29889,"0_clicks, 15_orders, 18_clicks"
A29890,"15_orders, 18_clicks, 18_clicks"
A29891,"5_orders, 6_clicks, 3_clicks"
A29892,"11_carts, 18_clicks, 3_clicks"
A29893,"11_carts, 0_clicks, 7_clicks"
A29894,"16_clicks, 7_clicks, 1_carts"
A29895,"7_clicks, 1_carts, 1_clicks"
A29896,"1_orders, 2_clicks, 14_clicks"
A29897,"2_carts, 15_clicks, 11_clicks"
A29898,"10_clicks, 10_clicks, 6_carts"
A29899,"2_clicks, 12_clicks, 3_carts"
A29900,"12_clicks, 3_carts, 10_clicks"
A29901,"6_carts, 0_clicks, 12_carts"
A29902,"18_carts, 18_clicks, 15_orders"
A29903,"18_clicks, 15_orders, 18_orders"
A29904,"15_orders, 18_orders, 4_clicks"
A29905,"11_carts, 7_clicks, 5_clicks"
A29906,"5_orders, 1_clicks, 1_clicks"
A29907,"12_clicks, 12_clicks, 15_carts"
A29908,"1_orders, 0_clicks, 13_clicks"
A29909,"2_clicks, 4_carts, 3_carts"
A29910,"4_carts, 3_carts, 8_clicks"
A29911,"0_clicks, 10_clicks, 17_carts"
A29912,"10_clicks, 17_carts, 2_clicks"
A29913,"15_clicks, 0_clicks"
A29914,"2_clicks, 14_carts, 17_carts"
A29915,"14_carts, 17_carts, 17_orders"
A29916,"17_carts, 17_orders, 14_orders"
A29917,"17_orders, 14_orders, 18_clicks"
A29918,"14_orders, 18_clicks, 8_clicks"
A29919,"4_orders, 0_clicks, 17_clicks"
A29920,"12_clicks, 9_carts, 17_clicks"
A29921,"9_carts, 17_clicks, 8_clicks"
A29922,"10_clicks, 1_carts, 8_carts"
A29923,"1_carts, 8_carts, 8_clicks"
A29924,"1_clicks, 1_orders, 12_clicks"
A29925,"16_clicks, 16_carts, 11_carts"
A29926,"16_carts, 11_carts, 12_clicks"
A29927,"4_orders, 13_clicks, 1_clicks"
A29928,"0_carts, 14_clicks, 18_clicks"
A29929,"0_clicks, 9_clicks, 2_carts"
A29930,"17_carts, 17_orders, 0_clicks"
A29931,"17_orders, 0_clicks, 9_clicks"
A29932,"9_orders, 14_clicks, 2_clicks"
A29933,"14_clicks, 14_carts, 2_orders"
A29934,"14_carts, 2_orders, 2_orders"
A29935,"2_orders, 2_orders, 14_orders"
A29936,"2_orders, 14_orders, 16_orders"
A29937,"13_clicks, 3_clicks, 9_carts"
A29938,"9_carts, 9_orders, 13_clicks"
A29939,"9_orders, 13_clicks, 3_clicks"
A29940,"6_carts, 8_orders, 6_orders"
A29941,"8_orders, 6_orders, 8_orders"
A29942,"6_orders, 8_orders, 13_orders"
A29943,"8_orders, 13_orders, 13_orders"
A29944,"8_clicks, 3_clicks, 11_orders"
A29945,"3_clicks, 11_orders, 11_orders"
A29946,"4_orders, 2_orders, 13_orders"
